,año,equiponac,jugador,club,pais_club
2277,1998,Argentina,Eduardo Berizzo,River Plate,Argentina
2278,1998,Argentina,Nelson Vivas,Lugano,Suiza
2279,1998,Argentina,H. E.  Díaz,River Plate,Argentina
2280,1998,Argentina,Gustavo Lombardi,UD Salamanque,España
2281,1998,Argentina,Javier Zanetti,Inter,Italia
2282,1998,Argentina,Mauricio Pineda,Udinese,Italia
2283,1998,Argentina,Leonardo Astrada,River Plate,Argentina
2284,1998,Argentina,Gustavo Zapata,San Lorenzo,Argentina
2285,1998,Argentina,Matías Almeyda,Lazio,Italia
2286,1998,Argentina,Ariel Ortega,Valencia CF,España
2287,1998,Argentina,J. S.  Verón,Sampdoria,Italia
2288,1998,Argentina,Diego Simeone,Inter,Italia
2289,1998,Argentina,Diego Cagna,Boca Juniors,Argentina
2290,1998,Argentina,Rodolfo Cardoso,Boca Juniors,Argentina
2291,1998,Argentina,Sergio Berti,River Plate,Argentina
2292,1998,Argentina,Marcelo Gallardo,River Plate,Argentina
2293,1998,Argentina,Gabriel Batistuta,Fiorentina,Italia
2294,1998,Argentina,Abel Balbo,AS Roma,Italia
2295,1998,Argentina,Hernán Crespo,Parma,Italia
2296,1998,Argentina,Marcelo Delgado,Racing Club,Argentina
2297,1998,Argentina,Claudio López,Valencia CF,España
2298,1999,Argentina,Carlos Roa,Real Mallorca,España
2299,1999,Argentina,Germán Burgos,Real Mallorca,España
2300,1999,Argentina,Roberto Bonano,River Plate,Argentina
2301,1999,Argentina,R. N.  Sensini,Parma,Italia
2302,1999,Argentina,Roberto Ayala,AC Milán,Italia
2303,1999,Argentina,S. A.  Méndez,Velez Sarsfield,Argentina
2304,1999,Argentina,J. H.  San Esteban,Gim. La Plata,Argentina
2305,1999,Argentina,Mauricio Pochettino,Espanyol,España
2306,1999,Argentina,Walter Samuel,Boca Juniors,Argentina
2307,1999,Argentina,Eduardo Berizzo,River Plate,Argentina
2308,1999,Argentina,J. R.  Fernández,Estudiantes LP,Argentina
2309,1999,Argentina,Nelson Vivas,Arsenal,Inglaterra
2310,1999,Argentina,Hugo Ibarra,Boca Juniors,Argentina
2311,1999,Argentina,Javier Zanetti,Inter,Italia
2312,1999,Argentina,Juan Pablo Sorín,River Plate,Argentina
2313,1999,Argentina,Fernando Redondo,Real Madrid,España
2314,1999,Argentina,Leonardo Astrada,River Plate,Argentina
2315,1999,Argentina,Christian Bassedas,Velez Sarsfield,Argentina
2316,1999,Argentina,Claudio Husaín,Velez Sarsfield,Argentina
2317,1999,Argentina,J. S.  Verón,Parma,Italia
2318,1999,Argentina,Ariel Ortega,Parma,Italia
2319,1999,Argentina,Diego Simeone,Lazio,Italia
2320,1999,Argentina,Diego Cagna,Boca Juniors,Argentina
2321,1999,Argentina,Santiago Solari,Atlético,España
2322,1999,Argentina,A.  Guglielminpietro,AC Milán,Italia
2323,1999,Argentina,Kily González,Valencia CF,España
2324,1999,Argentina,Gustavo López,Celta,España
2325,1999,Argentina,Pablo Aimar,River Plate,Argentina
2326,1999,Argentina,Juan Román Riquelme,Boca Juniors,Argentina
2327,1999,Argentina,Marcelo Gallardo,River Plate,Argentina
2328,1999,Argentina,Julio Cruz,Feyenoord,Paises Bajos
2329,1999,Argentina,Hernán Crespo,Parma,Italia
2330,1999,Argentina,Martín Palermo,Boca Juniors,Argentina
2331,1999,Argentina,Gabriel Batistuta,Fiorentina,Italia
2332,1999,Argentina,G.  Barros Schelotto,Boca Juniors,Argentina
2333,1999,Argentina,Fernando Pandolfi,Velez Sarsfield,Argentina
2334,1999,Argentina,Claudio López,Valencia CF,España
2335,2000,Argentina,Pablo Cavallero,Espanyol,España
2336,2000,Argentina,Germán Burgos,Real Mallorca,España
2337,2000,Argentina,Roberto Bonano,River Plate,Argentina
2338,2000,Argentina,Roberto Ayala,AC Milán,Italia
2339,2000,Argentina,R. N.  Sensini,Lazio,Italia
2340,2000,Argentina,Gabriel Milito,Indep.,Argentina
2341,2000,Argentina,Mauricio Pochettino,Espanyol,España
2342,2000,Argentina,Diego Crosa,Velez Sarsfield,Argentina
2343,2000,Argentina,José Antonio Chamot,AC Milán,Italia
2344,2000,Argentina,Walter Samuel,Boca Juniors,Argentina
2345,2000,Argentina,Eduardo Berizzo,River Plate,Argentina
2346,2000,Argentina,Leandro Cufre,Gim. La Plata,Argentina
2347,2000,Argentina,Nelson Vivas,Arsenal,Inglaterra
2348,2000,Argentina,Javier Zanetti,Inter,Italia
2349,2000,Argentina,Diego Placente,River Plate,Argentina
2350,2000,Argentina,Rodolfo Arruabarrena,Boca Juniors,Argentina
2351,2000,Argentina,Juan Pablo Sorín,Cruzeiro,Brasil
2352,2000,Argentina,Matías Almeyda,Lazio,Italia
2353,2000,Argentina,Claudio Husaín,River Plate,Argentina
2354,2000,Argentina,Ariel Ortega,Parma,Italia
2355,2000,Argentina,J. S.  Verón,Lazio,Italia
2356,2000,Argentina,Diego Simeone,Lazio,Italia
2357,2000,Argentina,Santiago Solari,Real Madrid,España
2358,2000,Argentina,Esteban Cambiasso,Indep.,Argentina
2359,2000,Argentina,Lucas Castromán,Velez Sarsfield,Argentina
2360,2000,Argentina,Gustavo López,Celta,España
2361,2000,Argentina,Kily González,Valencia CF,España
2362,2000,Argentina,Pablo Aimar,River Plate,Argentina
2363,2000,Argentina,Marcelo Gallardo,Monaco,Francia
2364,2000,Argentina,Hernán Crespo,Parma,Italia
2365,2000,Argentina,Gabriel Batistuta,Fiorentina,Italia
2366,2000,Argentina,Julio Cruz,Bologna,Italia
2367,2000,Argentina,Javier Saviola,River Plate,Argentina
2368,2000,Argentina,Luciano Galletti,Estudiantes LP,Argentina
2369,2000,Argentina,Claudio López,Valencia CF,España
2370,2000,Argentina,Marcelo Delgado,Boca Juniors,Argentina
2371,2000,Argentina,Bernardo Romeo,San Lorenzo,Argentina
2372,2001,Argentina,Pablo Cavallero,Celta,España
2373,2001,Argentina,Germán Burgos,Real Mallorca,España
2374,2001,Argentina,Roberto Ayala,Valencia CF,España
2375,2001,Argentina,Walter Samuel,AS Roma,Italia
2376,2001,Argentina,Mauricio Pochettino,Paris S-G,Francia
2377,2001,Argentina,Nelson Vivas,Arsenal,Inglaterra
2378,2001,Argentina,Javier Zanetti,Inter,Italia
2379,2001,Argentina,Diego Placente,Bayer,Alemania
2380,2001,Argentina,Juan Pablo Sorín,Cruzeiro,Brasil
2381,2001,Argentina,Matías Almeyda,Parma,Italia
2382,2001,Argentina,Claudio Husaín,Napoli,Italia
2383,2001,Argentina,Ariel Ortega,River Plate,Argentina
2384,2001,Argentina,J. S.  Verón,Lazio,Italia
2385,2001,Argentina,Diego Simeone,Lazio,Italia
2386,2001,Argentina,Gustavo López,Celta,España
2387,2001,Argentina,Kily González,Valencia CF,España
2388,2001,Argentina,Pablo Aimar,Valencia CF,España
2389,2001,Argentina,Marcelo Gallardo,Monaco,Francia
2390,2001,Argentina,Gabriel Batistuta,AS Roma,Italia
2391,2001,Argentina,Julio Cruz,Bologna,Italia
2392,2001,Argentina,Hernán Crespo,Lazio,Italia
2393,2001,Argentina,Claudio López,Lazio,Italia
2394,2001,Argentina,Bernardo Romeo,San Lorenzo,Argentina
2395,2001,Argentina,Marcelo Delgado,Boca Juniors,Argentina
2396,2002,Argentina,Pablo Cavallero,Celta,España
2397,2002,Argentina,Sebastián Saja,San Lorenzo,Argentina
2398,2002,Argentina,Germán Burgos,Atlético,España
2399,2002,Argentina,Walter Samuel,AS Roma,Italia
2400,2002,Argentina,Roberto Ayala,Valencia CF,España
2401,2002,Argentina,Mauricio Pochettino,Paris S-G,Francia
2402,2002,Argentina,José Antonio Chamot,AC Milán,Italia
2403,2002,Argentina,Facundo Quiroga,Sporting,España
2404,2002,Argentina,Nelson Vivas,Inter,Italia
2405,2002,Argentina,Javier Zanetti,Inter,Italia
2406,2002,Argentina,Diego Placente,Bayer,Alemania
2407,2002,Argentina,Juan Pablo Sorín,Cruzeiro,Brasil
2408,2002,Argentina,Matías Almeyda,Parma,Italia
2409,2002,Argentina,Claudio Husaín,River Plate,Argentina
2410,2002,Argentina,Ariel Ortega,River Plate,Argentina
2411,2002,Argentina,J. S.  Verón,Man United,Inglaterra
2412,2002,Argentina,Diego Simeone,Lazio,Italia
2413,2002,Argentina,Santiago Solari,Real Madrid,España
2414,2002,Argentina,Kily González,Valencia CF,España
2415,2002,Argentina,Gustavo López,Celta,España
2416,2002,Argentina,Juan Román Riquelme,Boca Juniors,Argentina
2417,2002,Argentina,Luciano Galletti,Saragosse,España
2418,2002,Argentina,Pablo Aimar,Valencia CF,España
2419,2002,Argentina,Marcelo Gallardo,Monaco,Francia
2420,2002,Argentina,Javier Saviola,Barça,España
2421,2002,Argentina,Claudio Caniggia,Rangers,Escocia
2422,2002,Argentina,Hernán Crespo,Lazio,Italia
2423,2002,Argentina,Gabriel Batistuta,AS Roma,Italia
2424,2002,Argentina,Julio Cruz,Bologna,Italia
2425,2002,Argentina,Claudio López,Lazio,Italia
2426,2003,Argentina,Sebastián Saja,San Lorenzo,Argentina
2427,2003,Argentina,Franco Costanzo,River Plate,Argentina
2428,2003,Argentina,Pablo Cavallero,Celta,España
2429,2003,Argentina,Roberto Ayala,Valencia CF,España
2430,2003,Argentina,Walter Samuel,AS Roma,Italia
2431,2003,Argentina,Daniel Díaz,Cruz Azul,Mexico
2432,2003,Argentina,Gabriel Milito,Saragosse,España
2433,2003,Argentina,Facundo Quiroga,Sporting,España
2434,2003,Argentina,Nicolás Burdisso,Boca Juniors,Argentina
2435,2003,Argentina,Gonzalo Rodríguez,San Lorenzo,Argentina
2436,2003,Argentina,Fabricio Coloccini,Atlético,España
2437,2003,Argentina,Ariel Hernán Garcé,River Plate,Argentina
2438,2003,Argentina,Gabriel Heinze,Paris S-G,Francia
2439,2003,Argentina,Nelson Vivas,River Plate,Argentina
2440,2003,Argentina,Leonardo Ponzio,Newell's,Argentina
2441,2003,Argentina,Lionel Scaloni,Depor,España
2442,2003,Argentina,Javier Zanetti,Inter,Italia
2443,2003,Argentina,F. H.  Domínguez,Leganés,España
2444,2003,Argentina,Diego Placente,Bayer,Alemania
2445,2003,Argentina,Juan Pablo Sorín,Paris S-G,Francia
2446,2003,Argentina,Clemente Rodríguez,Boca Juniors,Argentina
2447,2003,Argentina,Matías Almeyda,Inter,Italia
2448,2003,Argentina,Sebastián Battaglia,Boca Juniors,Argentina
2449,2003,Argentina,Javier Mascherano,River Plate,Argentina
2450,2003,Argentina,Ariel Ortega,Fenerbahçe,Turquia
2451,2003,Argentina,J. S.  Verón,Chelsea,Inglaterra
2452,2003,Argentina,Santiago Solari,Real Madrid,España
2453,2003,Argentina,Pablo Guiñazú,Newell's,Argentina
2454,2003,Argentina,Federico Insúa,Málaga,España
2455,2003,Argentina,Esteban Cambiasso,Real Madrid,España
2456,2003,Argentina,Lucas Castromán,Lazio,Italia
2457,2003,Argentina,César Carignano,Colon,Argentina
2458,2003,Argentina,Kily González,Inter,Italia
2459,2003,Argentina,Gustavo López,Celta,España
2460,2003,Argentina,Juan Román Riquelme,Barça,España
2461,2003,Argentina,Andrés D'Alessandro,Wolfsburgo,Alemania
2462,2003,Argentina,César Delgado,Cruz Azul,Mexico
2463,2003,Argentina,Leandro Romagnoli,San Lorenzo,Argentina
2464,2003,Argentina,Mariano González,Racing Club,Argentina
2465,2003,Argentina,Luciano Galletti,Saragosse,España
2466,2003,Argentina,Maxi Rodríguez,Espanyol,España
2467,2003,Argentina,Pablo Aimar,Valencia CF,España
2468,2003,Argentina,Lucho Gonzalez,River Plate,Argentina
2469,2003,Argentina,Marcelo Gallardo,Monaco,Francia
2470,2003,Argentina,Hernán Crespo,Chelsea,Inglaterra
2471,2003,Argentina,Diego Milito,Racing Club,Argentina
2472,2003,Argentina,Javier Saviola,Barça,España
2473,2003,Argentina,Bernardo Romeo,HSV,Alemania
2474,2003,Argentina,Claudio López,Lazio,Italia
2475,2004,Argentina,R.  Abbondanzieri,Boca Juniors,Argentina
2476,2004,Argentina,Leo Franco,Atlético,España
2477,2004,Argentina,Pablo Cavallero,Celta,España
2478,2004,Argentina,Walter Samuel,AS Roma,Italia
2479,2004,Argentina,Roberto Ayala,Valencia CF,España
2480,2004,Argentina,Facundo Quiroga,Sporting,España
2481,2004,Argentina,Gabriel Milito,Saragosse,España
2482,2004,Argentina,Nicolás Burdisso,Boca Juniors,Argentina
2483,2004,Argentina,Fabricio Coloccini,AC Milán,Italia
2484,2004,Argentina,Gonzalo Rodríguez,Villarreal,España
2485,2004,Argentina,Gabriel Heinze,Paris S-G,Francia
2486,2004,Argentina,Leonardo Ponzio,Saragosse,España
2487,2004,Argentina,Lionel Scaloni,Depor,España
2488,2004,Argentina,Javier Zanetti,Inter,Italia
2489,2004,Argentina,Clemente Rodríguez,Boca Juniors,Argentina
2490,2004,Argentina,Juan Pablo Sorín,Paris S-G,Francia
2491,2004,Argentina,Diego Placente,Bayer,Alemania
2492,2004,Argentina,Nicolás Medina,Murcia,España
2493,2004,Argentina,Javier Mascherano,River Plate,Argentina
2494,2004,Argentina,Mauro Rosales,Newell's,Argentina
2495,2004,Argentina,Lucas Bernardi,Monaco,Francia
2496,2004,Argentina,Santiago Solari,Real Madrid,España
2497,2004,Argentina,Federico Insúa,Indep.,Argentina
2498,2004,Argentina,Esteban Cambiasso,Real Madrid,España
2499,2004,Argentina,Kily González,Inter,Italia
2500,2004,Argentina,César Delgado,Cruz Azul,Mexico
2501,2004,Argentina,Mario Santana,Palermo,Italia
2502,2004,Argentina,Juan Román Riquelme,Villarreal,España
2503,2004,Argentina,Andrés D'Alessandro,Wolfsburgo,Alemania
2504,2004,Argentina,Luciano Galletti,Saragosse,España
2505,2004,Argentina,Mariano González,Racing Club,Argentina
2506,2004,Argentina,Maxi Rodríguez,Espanyol,España
2507,2004,Argentina,Lucho Gonzalez,River Plate,Argentina
2508,2004,Argentina,Pablo Aimar,Valencia CF,España
2509,2004,Argentina,Ariel Ibagaza,Atlético,España
2510,2004,Argentina,Hernán Crespo,Chelsea,Inglaterra
2511,2004,Argentina,Lucho Figueroa,Cruz Azul,Mexico
2512,2004,Argentina,Javier Saviola,Barça,España
2513,2004,Argentina,Diego Milito,Genoa,Italia
2514,2004,Argentina,Carlos Tévez,Boca Juniors,Argentina
2515,2005,Argentina,R.  Abbondanzieri,Boca Juniors,Argentina
2516,2005,Argentina,Leo Franco,Atlético,España
2517,2005,Argentina,Germán Lux,River Plate,Argentina
2518,2005,Argentina,Roberto Ayala,Valencia CF,España
2519,2005,Argentina,Walter Samuel,Real Madrid,España
2520,2005,Argentina,E. N.  Tuzzio,River Plate,Argentina
2521,2005,Argentina,Fabricio Fuentes,Atlas,Mexico
2522,2005,Argentina,Daniel Díaz,Colon,Argentina
2523,2005,Argentina,Gabriel Milito,Saragosse,España
2524,2005,Argentina,Nicolás Burdisso,Inter,Italia
2525,2005,Argentina,Fabricio Coloccini,Depor,España
2526,2005,Argentina,Gonzalo Rodríguez,Villarreal,España
2527,2005,Argentina,Gabriel Heinze,Man United,Inglaterra
2528,2005,Argentina,Leonardo Ponzio,Saragosse,España
2529,2005,Argentina,Lionel Scaloni,Depor,España
2530,2005,Argentina,Pablo Zabaleta,Espanyol,España
2531,2005,Argentina,Javier Zanetti,Inter,Italia
2532,2005,Argentina,Diego Placente,Bayer,Alemania
2533,2005,Argentina,Leandro Cufre,AS Roma,Italia
2534,2005,Argentina,Clemente Rodríguez,Spartak,Rusia
2535,2005,Argentina,Juan Pablo Sorín,Villarreal,España
2536,2005,Argentina,Sebastián Battaglia,Boca Juniors,Argentina
2537,2005,Argentina,Martín Demichelis,Bayern,Alemania
2538,2005,Argentina,Javier Mascherano,River Plate,Argentina
2539,2005,Argentina,Lucho Gonzalez,River Plate,Argentina
2540,2005,Argentina,Aldo Duscher,Depor,España
2541,2005,Argentina,Lucas Bernardi,Monaco,Francia
2542,2005,Argentina,M. A.  Romagnoli,Colon,Argentina
2543,2005,Argentina,Fernando Belluschi,Newell's,Argentina
2544,2005,Argentina,Federico Insúa,Indep.,Argentina
2545,2005,Argentina,Esteban Cambiasso,Inter,Italia
2546,2005,Argentina,Lucas Castromán,Velez Sarsfield,Argentina
2547,2005,Argentina,Víctor Zapata,River Plate,Argentina
2548,2005,Argentina,Kily González,Inter,Italia
2549,2005,Argentina,César Delgado,Cruz Azul,Mexico
2550,2005,Argentina,Mario Santana,Palermo,Italia
2551,2005,Argentina,Juan Román Riquelme,Villarreal,España
2552,2005,Argentina,José Ernesto Sosa,Estudiantes LP,Argentina
2553,2005,Argentina,Andrés D'Alessandro,Wolfsburgo,Alemania
2554,2005,Argentina,Luciano Galletti,Saragosse,España
2555,2005,Argentina,Maxi Rodríguez,Espanyol,España
2556,2005,Argentina,S. A.  Romero,Racing Club,Argentina
2557,2005,Argentina,Daniel Rubén Bilos,Boca Juniors,Argentina
2558,2005,Argentina,Pablo Aimar,Valencia CF,España
2559,2005,Argentina,Lucho Figueroa,Villarreal,España
2560,2005,Argentina,Javier Saviola,Monaco,Francia
2561,2005,Argentina,Julio Cruz,Inter,Italia
2562,2005,Argentina,Ernesto Farías,River Plate,Argentina
2563,2005,Argentina,Rolando Zárate,Velez Sarsfield,Argentina
2564,2005,Argentina,Hernán Crespo,AC Milán,Italia
2565,2005,Argentina,Carlos Tévez,Corinthians,Brasil
2566,2005,Argentina,Rodrigo Palacio,Boca Juniors,Argentina
2567,2005,Argentina,Lionel Messi,Barça,España
2568,2005,Argentina,Lisandro Lopez,Racing Club,Argentina
2569,2006,Argentina,R.  Abbondanzieri,Boca Juniors,Argentina
2570,2006,Argentina,Leo Franco,Atlético,España
2571,2006,Argentina,Roberto Ayala,Valencia CF,España
2572,2006,Argentina,Walter Samuel,Inter,Italia
2573,2006,Argentina,Gabriel Milito,Saragosse,España
2574,2006,Argentina,Nicolás Burdisso,Inter,Italia
2575,2006,Argentina,Fabricio Coloccini,Depor,España
2576,2006,Argentina,Gabriel Heinze,Man United,Inglaterra
2577,2006,Argentina,Leonardo Ponzio,Saragosse,España
2578,2006,Argentina,Lionel Scaloni,libre,Libre
2579,2006,Argentina,Pablo Zabaleta,Espanyol,España
2580,2006,Argentina,Rodolfo Arruabarrena,Villarreal,España
2581,2006,Argentina,Juan Pablo Sorín,Villarreal,España
2582,2006,Argentina,Leandro Cufre,AS Roma,Italia
2583,2006,Argentina,Clemente Rodríguez,Spartak,Rusia
2584,2006,Argentina,Leandro Somoza,Villarreal,España
2585,2006,Argentina,Javier Mascherano,Corinthians,Brasil
2586,2006,Argentina,Martín Demichelis,Bayern,Alemania
2587,2006,Argentina,Lucho Gonzalez,FC Porto,Portugal
2588,2006,Argentina,Pablo Aimar,Valencia CF,España
2589,2006,Argentina,Federico Insúa,M'gladbach,Alemania
2590,2006,Argentina,Esteban Cambiasso,Inter,Italia
2591,2006,Argentina,Juan Román Riquelme,Villarreal,España
2592,2006,Argentina,Maxi Rodríguez,Atlético,España
2593,2006,Argentina,Daniel Rubén Bilos,ASSE,Francia
2594,2006,Argentina,Javier Saviola,Sevilla FC,España
2595,2006,Argentina,Hernán Crespo,Chelsea,Inglaterra
2596,2006,Argentina,Diego Milito,Saragosse,España
2597,2006,Argentina,Julio Cruz,Inter,Italia
2598,2006,Argentina,Carlos Tévez,Corinthians,Brasil
2599,2006,Argentina,Rodrigo Palacio,Boca Juniors,Argentina
2600,2006,Argentina,Sergio Agüero,Atlético,España
2601,2006,Argentina,Lionel Messi,Barça,España
2602,2007,Argentina,R.  Abbondanzieri,Getafe,España
2603,2007,Argentina,Óscar Ustari,Getafe,España
2604,2007,Argentina,Juan Pablo Carrizo,River Plate,Argentina
2605,2007,Argentina,Roberto Ayala,Valencia CF,España
2606,2007,Argentina,Daniel Díaz,Boca Juniors,Argentina
2607,2007,Argentina,E. N.  Tuzzio,River Plate,Argentina
2608,2007,Argentina,Gabriel Milito,Saragosse,España
2609,2007,Argentina,Jonathan Bottinelli,San Lorenzo,Argentina
2610,2007,Argentina,Nicolás Burdisso,Inter,Italia
2611,2007,Argentina,Ezequiel Garay,Santander,España
2612,2007,Argentina,Gabriel Heinze,Man United,Inglaterra
2613,2007,Argentina,Martín Demichelis,Bayern,Alemania
2614,2007,Argentina,Hugo Ibarra,Boca Juniors,Argentina
2615,2007,Argentina,Leonardo Ponzio,River Plate,Argentina
2616,2007,Argentina,Javier Zanetti,Inter,Italia
2617,2007,Argentina,Javier Pínola,FC Nürnberg,Alemania
2618,2007,Argentina,Pablo Ledesma,Boca Juniors,Argentina
2619,2007,Argentina,Fernando Gago,Real Madrid,España
2620,2007,Argentina,Javier Mascherano,Liverpool,Inglaterra
2621,2007,Argentina,Cristian Ledesma,San Lorenzo,Argentina
2622,2007,Argentina,J. S.  Verón,Estudiantes LP,Argentina
2623,2007,Argentina,Lucho Gonzalez,FC Porto,Portugal
2624,2007,Argentina,Fernando Belluschi,River Plate,Argentina
2625,2007,Argentina,Federico Insúa,América Mexico,Mexico
2626,2007,Argentina,Pablo Aimar,Saragosse,España
2627,2007,Argentina,Esteban Cambiasso,Inter,Italia
2628,2007,Argentina,Neri Cardozo,Boca Juniors,Argentina
2629,2007,Argentina,Daniel Montenegro,Indep.,Argentina
2630,2007,Argentina,Juan Román Riquelme,Boca Juniors,Argentina
2631,2007,Argentina,José Ernesto Sosa,Estudiantes LP,Argentina
2632,2007,Argentina,Maxi Rodríguez,Atlético,España
2633,2007,Argentina,Jonás Gutiérrez,Real Mallorca,España
2634,2007,Argentina,Ezequiel Lavezzi,San Lorenzo,Argentina
2635,2007,Argentina,Mariano Pavone,Estudiantes LP,Argentina
2636,2007,Argentina,Diego Milito,Saragosse,España
2637,2007,Argentina,Hernán Crespo,Inter,Italia
2638,2007,Argentina,Javier Saviola,Barça,España
2639,2007,Argentina,German Denis,Indep.,Argentina
2640,2007,Argentina,Rodrigo Palacio,Boca Juniors,Argentina
2641,2007,Argentina,Sergio Agüero,Atlético,España
2642,2007,Argentina,Carlos Tévez,West Ham,Inglaterra
2643,2007,Argentina,Lionel Messi,Barça,España
2644,2008,Argentina,R.  Abbondanzieri,Getafe,España
2645,2008,Argentina,Juan Pablo Carrizo,Lazio,Italia
2646,2008,Argentina,Daniel Díaz,Getafe,España
2647,2008,Argentina,Nicolás Burdisso,Inter,Italia
2648,2008,Argentina,Gonzalo Rodríguez,Villarreal,España
2649,2008,Argentina,Fabricio Coloccini,Depor,España
